BBSID, Signal, Time, Timestamp
00:c8:8b:28:3c:ef,-72,13132227,2040258095
6e:19:8f:e6:21:00,-82,13132227,2040258596
34:fc:b9:3c:e5:d0,-81,13132227,2040258514
6c:19:8f:e6:37:bf,-84,13132227,2040258722
6e:19:8f:e6:37:bf,-84,13132227,2040258715
20:4c:9e:eb:29:6f,-88,13132227,2040259054
00:c8:8b:28:3c:ee,-73,13132227,2040258118
82:15:54:50:1a:3c,-79,13132227,2040258353
20:4c:9e:eb:29:6d,-88,13132227,2040259068
00:c8:8b:13:4d:7e,-83,13132227,2040258644
00:35:1a:bc:9f:6e,-79,13132227,2040258375
7e:19:8f:e6:22:ce,-83,13132227,2040258608
7e:19:8f:e6:37:bf,-83,13132227,2040258690
00:c8:8b:28:3c:ed,-72,13132227,2040258101
7e:19:8f:e6:21:00,-84,13132227,2040258759
00:01:8e:65:65:30,-71,13132227,2040258204
8e:15:54:50:1a:3c,-79,13132227,2040258336
34:fc:b9:3c:d0:71,-80,13132227,2040258398
34:fc:b9:3c:d0:70,-80,13132227,2040258404
8a:15:54:50:1a:3c,-79,13132227,2040258341
34:fc:b9:3c:e5:d1,-80,13132227,2040258381
dc:fb:02:93:0c:46,-80,13132227,2040258421
6c:19:8f:e6:21:00,-83,13132227,2040258649
50:c7:bf:14:74:7a,-87,13132227,2040258933
00:c8:8b:13:4d:7c,-82,13132227,2040258589
00:c8:8b:1b:fe:0e,-78,13132227,2040258317
6c:19:8f:e6:37:bd,-69,13132227,2040258039
3c:ce:73:6c:a1:1d,-89,13132227,2040259081
3c:ce:73:6c:a1:1b,-88,13132227,2040259035
3c:ce:73:6c:a1:1f,-88,13132227,2040259028
00:01:8e:65:65:31,-75,13132227,2040258220
1e:19:8f:e6:37:bd,-70,13132227,2040258056
0e:19:8f:e6:37:bd,-70,13132227,2040258070
cc:e1:d5:6e:44:15,-85,13132227,2019827675
ce:e1:d5:ab:ab:26,-83,13132227,2040258696
00:03:52:e3:7a:ac,-78,13132227,2019827344
dc:fb:02:a5:ce:f0,-74,13132227,2040258210
00:c8:8b:28:3e:9e,-83,13132227,2040258633
00:c8:8b:1b:fe:0f,-78,13132227,2040258311
00:c8:8b:1b:fe:0b,-78,13132227,2040258323
00:c8:8b:28:3e:9f,-82,13132227,2040258565
20:4c:9e:eb:24:7d,-88,13132227,2040259041
00:c8:8b:28:3e:9b,-82,13132227,2040258571
00:c8:8b:1b:fe:0d,-79,13132227,2040258364
00:c8:8b:28:3e:9d,-83,13132227,2040258639
34:fc:b9:3c:f0:f0,-83,13132227,2040258683
00:03:52:a9:5d:ac,-74,13132227,2019827114
10:6f:3f:74:16:0b,-65,13132227,2040258012
34:fc:b9:3c:f0:51,-81,13132227,2040258502
34:fc:b9:3c:f0:50,-81,13132227,2040258508
0e:19:8f:e6:22:cc,-72,13132227,2040258187
34:fc:b9:3c:d1:b1,-83,13132227,2040258619
20:4c:9e:eb:29:6e,-88,13132227,2040259061
